"css-175oi2r href","css-9pa8cd src","css-1jxf684","css-1jxf684 2","css-1jxf684 3","css-146c3p1","css-1jxf684 4","css-1jxf684 5","css-1jxf684 6","css-1jxf684 8","css-1jxf684 9","css-1jxf684 11","css-1jxf684 12","css-1jxf684 13","css-1jxf684 19","css-146c3p1 4","css-1jxf684 href 3","css-1jxf684 25","css-1jxf684 26","css-1jxf684 href 4","css-1jxf684 27"
"https://x.com/trevortombe","https://pbs.twimg.com/profile_images/1795563076793536513/kowTryR6_bigger.jpg","Trevor Tombe","@trevortombe","·","May 8, 2020","in Canada rose to 13% in April, but that masks much of the story. Many have zero hours. Many others exited the labour force.

I've put together some alternative measures of the 'effective'","Unemployment","rate in","9","164","","unemployment",". Now: 32%. (Will explain in this thread.)","","","","","","",""
"https://x.com/NatashaMontreal","https://pbs.twimg.com/profile_images/1935520179674353664/iA0NJmry_bigger.jpg","Natasha Montreal","@NatashaMontreal","·","Dec 6, 2024","Canada's","unemployment","rate has reached 6.8%.

51,000 jobs have been added, but of those, 45,000 of are for public sector parasites. Thus, the ""jobs added"" are another massive net drain on the private sector productive slave class.

The","36","131","8.1K","Canadian","dollar continues to fall.

21.7% of","","","","","","",""
"https://x.com/themadsloth","https://pbs.twimg.com/profile_images/1936592804748148736/xnUrWVYP_bigger.jpg","Dame E","@themadsloth","·","Dec 6, 2019","Under Trudeau's watch, we've just had the biggest drop in employment in ten years with the","unemployment","rate now being 5.9%. While the Liberals boast that we've had the best job growth in 17 years, they conveniently don't mention that new jobs are primarily in the public sector.","32","170","","","","","","","","","",""
"https://x.com/TheLastRefuge2","https://pbs.twimg.com/profile_images/2264686404/uq1gubtgx0i78lis0msg_bigger.jpeg","TheLastRefuge","@TheLastRefuge2","·","Dec 6, 2019","Stunning News in Canada – Economy Loses 71,200 Jobs,","Unemployment","Jumps to 5.9%…","34","81","","","","","","","","","",""
"https://x.com/mini_bubbly","https://pbs.twimg.com/profile_images/1874950527265464320/nPPUVWBI_bigger.jpg","Cheryl","@mini_bubbly","·","Jul 18, 2022","As of July 8, the","unemployment","rate in Canada was 4.9%, the average","31","409","","unemployment","rate under Conservative govts was 10% to 7.5%.

This is a record under PM Trudeau, no other government has done this in its history.","","","","","","",""
"https://x.com/borderpolman","https://pbs.twimg.com/profile_images/1665545618498961410/7f2muep9_bigger.jpg","BORDERPOL JOURNAL","@borderpolman","·","Jul 13","The experts found by the CBC are the same university leftists that created the problem. There is little hope for the","Canadian","labour market that employs far too many government bureaucrats municipal provincial federal and not enough people working in","1","3","23","","","Gen Z is facing the worst youth unemployment rate in decades. Here is how it's different | CBC News","","","","","",""
"https://x.com/MelissaLMRogers","https://pbs.twimg.com/profile_images/1602837419723788289/sEfGxN4w_bigger.jpg","Melissa","@MelissaLMRogers","·","Dec 6, 2024","HOLY CRAP CANADA","unemployment","","33","95","9.8K","","rate JUMPED to 6.8% up from 6.5% in October. Trudeau’s Canada remains unproductive with our jobless rate continuing to INCREASE","","","","","","",""
"https://x.com/TdLeaker","https://pbs.twimg.com/profile_images/1839673052428120064/kXiT8tb4_bigger.jpg","T.D. Leaker","@TdLeaker","·","Jul 2","Do the mass retirements of boomers obscure","Canadian","","9","15","6.7K","unemployment","numbers? If so, this could be the most violent, biggest, prolonged crash we’ve ever witnessed.","","","","","","",""
"https://x.com/BrianABCS","https://pbs.twimg.com/profile_images/1589115216377544704/uFXy0hiQ_bigger.jpg","Brian Kennedy","@BrianABCS","·","Jul 3","It started 10 years ago and the gap continues to widen.
The","Canadian","economy has fully decoupled from the US.","","","236","Canadian","problems are self-inflicted.","","","","","","",""
"https://x.com/Concern70732755","https://pbs.twimg.com/profile_images/1755359866628009984/mDUwD8Tz_bigger.jpg","Concerned Canadian","@Concern70732755","·","Jul 13","Why student","unemployment","is rising and what it could signal about a looming recession

To blame the youth","9","1","1.1K","unemployment","data on the trade war is ludicrous & baseless in economic fact.
This is a systemic issue caused by the lack of priority by the Liberals","Why student unemployment is rising and what it could signal about a looming recession","","","","","",""
"https://x.com/CdnMortgageNews","https://pbs.twimg.com/profile_images/1476288285626490885/cCGkM5NJ_bigger.jpg","Canadian Mortgage Trends","@CdnMortgageNews","·","Jul 11","Canada’s jobless rate dipped to 6.9% in June, but youth","unemployment","tells a different story—17.4% for returning students, the highest June level since 2009.","1","2","539","","Big drops in B.C. (5.6%) & Alberta (6.8%)","","","","","","",""
"https://x.com/torynowdotcom2","https://pbs.twimg.com/profile_images/1682131097981952000/CSB-LI2-_bigger.jpg","ToryNow","@torynowdotcom2","·","Jul 14","Youth","Canadian","at Recession Levels. The Kids Are Not Alright: BMO - Better Dwelling -cdnnews","","","6","Unemployment","","Canadian Youth Unemployment at Recession Levels. The Kids Are Not Alright: BMO - Better Dwelling","","","","","",""
"https://x.com/zerohedge","https://pbs.twimg.com/profile_images/72647502/tyler_bigger.jpg","zerohedge","@zerohedge","·","Jun 11","","Canadian","Rate Has Now Hit 7%","64","162","83K","Unemployment","","Canadian Unemployment Rate Has Now Hit 7%","","","","","",""
"https://x.com/nationalpost","https://pbs.twimg.com/profile_images/877014191273517056/mv9ErfX-_bigger.jpg","National Post","@nationalpost","·","Apr 4","Canada's","unemployment","rate rises to 6.7% as economy loses 33,000 jobs","130","149","106K","","","","","","","","",""
"https://x.com/DOGE_MP","https://pbs.twimg.com/profile_images/1856787333229522944/Lo4X9wuo_bigger.jpg","Canadian D.O.D.G.E. MP","@DOGE_MP","·","Jul 13","An Indian on a student visa obtained a","Canadian","passport for her pizza flipping skills. 

She cites high youth","2","","56","unemployment","in India, without a thought on how her presence here affects","","","","","","",""
"https://x.com/Concern70732755","https://pbs.twimg.com/profile_images/1755359866628009984/mDUwD8Tz_bigger.jpg","Concerned Canadian","@Concern70732755","·","Jul 20","A must read !-Carney has failed Canada 

The Carney government is facing criticism for several reasons, based on recent sentiment and reports:

1.Economic Challenges and","Unemployment","The","12","25","1.9K","Canadian","economy is struggling, with only 7,400 jobs added in April 2025 and an","","","","","","",""
"https://x.com/ABLabourToday","https://pbs.twimg.com/profile_images/1797152609985609728/afGY5fd7_bigger.jpg","Alberta Labour Today","@ABLabourToday","·","Jul 11","The","Canadian","economy added 83,000 jobs in June, while","1","4","147","unemployment","fell by 0.1 percentage points, Statistics Canada said on Friday.

As Alberta still struggles.","Canada added 83,000 jobs in June, sending unemployment down slightly | CBC News","","","","","",""
"https://x.com/DawnsFactCheck","https://pbs.twimg.com/profile_images/1358233079664398336/qzulFE4M_bigger.jpg","Grose Misconduct's Dawn's Fact Check","@DawnsFactCheck","·","Jun 16","The","Canadian","","","","20","Unemployment","Insurance (UI) system officially became Employment Insurance (EI) in 1996, according to","","","","","","",""
"https://x.com/CdnMortgageNews","https://pbs.twimg.com/profile_images/1476288285626490885/cCGkM5NJ_bigger.jpg","Canadian Mortgage Trends","@CdnMortgageNews","·","Jul 11","June jobs surprise with +83K positions and","unemployment","at 6.9%, but recent tariff threats & sticky inflation are cooling expectations of a","1","1","623","","rate cut. Markets now see rate hold as likely this month.","Stronger jobs data likely to delay BoC rate cut - Mortgage Rates & Mortgage Broker News in Canada","","","","","https://x.com/hashtag/CdnEcon?src=hashtag_click","#CdnEcon"
"https://x.com/ronmortgageguy","https://pbs.twimg.com/profile_images/1914719589369368578/B1Uub9-n_bigger.jpg","Ron Butler","@ronmortgageguy","·","Dec 6, 2024","Lousy Employment News = Good Mortgage Rate News But The Future Of Canada's Private Sector Economy Looks Awful

The","Unemployment","Rate in Canada rose to 6.8% sending 5 - Yr Canada Bonds down (over 40 BPS drop in 10 days)

Will the Bank of Canada cut 50 BPS next Wednesday?

2/","85","207","109K","","","","","","","","",""
"https://x.com/nationalpost","https://pbs.twimg.com/profile_images/877014191273517056/mv9ErfX-_bigger.jpg","National Post","@nationalpost","·","Jun 9, 2023","Canada loses 17,000 jobs as","unemployment","rate rises to 5.2%","185","292","68K","","","","","","","","",""
"https://x.com/AngryCanadian88","https://pbs.twimg.com/profile_images/1859990555918204929/inbXbAJB_bigger.jpg","Angry Canadian","@AngryCanadian88","·","Jul 18","I’ve lived in the country my whole life, paid ridiculous amounts of taxes: I can’t access a family doctor with regularity, public services are in shambles, drug crisis continue to go unchecked, youth","unemployment","is skyrocketing. However, let’s create even more strain.","1","15","262","","","","Replying to","https://x.com/Arkh91","@Arkh91","and","https://x.com/MichelleLA1981","@MichelleLA1981"
"https://x.com/ClaudeLavigne12","https://pbs.twimg.com/profile_images/1762542203618852864/FScvHmNn_bigger.jpg","Claude Lavigne, NASTY CANADIAN","@ClaudeLavigne12","·","Jul 14","TIME FOR THE CBC AND CTV TO RESPECT CANADIANS… 
WE SENT THE ASSHOLE TO THE","UNEMPLOYMENT","LINE! 
DON’T GIVE HIM A PLATFORM…","13","15","171","","","Quote","","","https://","","",""
"https://x.com/StealthQE4","https://pbs.twimg.com/profile_images/1346641735431151620/f4NSvUaP_bigger.jpg","QE Infinity","@StealthQE4","·","Apr 4","Canada loses 33k jobs.","Unemployment","rate up to 6.7%","32","24","14K","","","","","","","","",""
"https://x.com/LoriSigurdson","https://pbs.twimg.com/profile_images/1537524762192273408/DjPR-7n3_bigger.jpg","Lori Sigurdson","@LoriSigurdson","·","Jul 9, 2021","This is how Kenney’s “Jobs First” strategy is going","","Unemployement Rate:
- Canada (as a whole): 7.8%
- Quebec 6.3%
- Ontario 8.4%
- Alberta 9.3%
- BC 6.6%

In June:
QC + 72,300 jobs
ON + 116,900 jobs
BC + 42,100 jobs
AB - 200 jobs","14","76","","","","","","","","","",""
"https://x.com/gmbutts","https://pbs.twimg.com/profile_images/1493594572353687560/yS-ZDNtK_bigger.jpg","Gerald Butts","@gmbutts","·","Aug 5, 2022","CANADA IS BROKEN!!

Canada’s","unemployment","rate remains at historic low of 4.9 per cent | National Newswatch","240","121","","","","","","","","","",""
"https://x.com/BetterDwelling","https://pbs.twimg.com/profile_images/430850174634569728/4mcTUYol_bigger.png","Better Dwelling","@BetterDwelling","·","Jun 15","This Week’s Top Stories:","Canadian","Home Prices Climbed 7x Faster Than Income, & Ontario","4","2","1.8K","Unemployment","Surges","This Week’s Top Stories: Canadian Home Prices Climbed 7x Faster Than Income, & Ontario Unemployment...","","","","","https://x.com/hashtag/VanRe?src=hashtag_click","#VanRe"
"https://x.com/GowlingJordan","https://pbs.twimg.com/profile_images/1539257265525600258/nnKQlNnC_bigger.jpg","Jordan Gowling","@GowlingJordan","·","Jun 6","Canada's","unemployment","rate climbed to 7% in May, but the job market held steady, with the","","","244","Canadian","economy adding 8,800 jobs.","","","","","","",""
"https://x.com/proudly_mzansi","https://pbs.twimg.com/profile_images/1501227455482417155/i_AK3F5S_bigger.jpg","ProudlyMzansi","@proudly_mzansi","·","Sep 20, 2024","Canada reached 6%","unemployment","and stopped issuing work visas for foreigners.

6%

We have 34%","150","1.3K","152K","unemployment",", 5 times the rate of Canada, and take a wild guess as to what our Minister of Home Affairs is doing.","","","","","","",""
"https://x.com/MacroEdgeRes","https://pbs.twimg.com/profile_images/1667562033959653376/y67lWYk7_bigger.jpg","MacroEdge","@MacroEdgeRes","·","Sep 6, 2024","The","unemployment","rate in Canada rose to 6.6% from 6.4%","6","40","11K","","","","","","","","",""
"https://x.com/mj_muehl","https://pbs.twimg.com/profile_images/1947272052043378688/gGB1wErF_bigger.jpg","MJ Muehl","@mj_muehl","·","Jun 12","CANADA","Canadian","","","","9","Unemployment","Rate Has Now Hit 7%","Canadian Unemployment Rate Has Now Hit 7%","","","","","",""
"https://x.com/globeandmail","https://pbs.twimg.com/profile_images/742385672682512384/VfTAuqLg_bigger.jpg","The Globe and Mail","@globeandmail","·","Jul 11","","Canadian","rate unexpectedly drops in June to 6.9%","9","6","6.4K","unemployment","","Canadian unemployment rate unexpectedly drops in June to 6.9%","","","","","",""
"https://x.com/fired4covid","https://pbs.twimg.com/profile_images/1896572902524231680/9YqOW33f_bigger.jpg","Fired for ""COVID-19"".","@fired4covid","·","14h","how do we make","Canadian","SAFER, HEALTHIER? Lets address","1","#cdnpoli","77","","in","","","https://x.com/hashtag/onpoli?src=hashtag_click","#onpoli","#FordNation","https://x.com/hashtag/Alcoholism?src=hashtag_click","#Alcoholism"
"https://x.com/TomTSEC","https://pbs.twimg.com/profile_images/1343895838616125441/bKGCQS7g_bigger.jpg","Tom Quiggin","@TomTSEC","·","Jul 15","Youth","Canadian","at Recession Levels. The Kids Are Not Alright: BMO","4","4","414","Unemployment","","Canadian Youth Unemployment at Recession Levels. The Kids Are Not Alright: BMO - Better Dwelling","","","","","",""
"https://x.com/BlinkCoPulse","https://pbs.twimg.com/profile_images/1906369960525332480/U4A6fT1a_bigger.jpg","BlinkCoPulse","@BlinkCoPulse","·","Jul 5","Canada RE →","Unemployment","Hits 7%, Housing Slows.","https://","reuters.com/world/americas","18","Canadian","","Canada home prices to decline 2% as trade war hits homebuyer confidence","","https://t.co/LsMDyQtXtL","","","https://x.com/hashtag/Housing?src=hashtag_click","#Housing"
"https://x.com/JillKerby","https://pbs.twimg.com/profile_images/1384977987095998468/mJ6Ahu8Q_bigger.jpg","Jill Kerby","@JillKerby","·","Jun 11","High","Canadian","","","","73","unemployment","rates, especially among GenZ graduates is proving particularly difficult as cost of living soars amid threat of outright recession. (Perhaps doubling the size of the ntl debt over past decade wasn’t a good idea?)","Gen Z is facing the worst youth unemployment rate in decades. Here is how it's different | CBC News","","","","","",""
